Country Name,Total No. of Patients,Cardiovascular,Cancer,Endocrinology and metabolic diseases,Neurological diseases,Mental health and behavioral disorders,Infectious diseases,Dermatology,Gastroenterology,Hematology and coagulation,Renal disease,Rheumatology,Urologic
11,-0.019284278316744008,0.26943179566130754,-0.007986406104459831,0.053290479497606374,0.5481322259226277,0.23645166877848778,0.48305031978028423,0.025950646451410264,0.39989298537883544,1.0775829155215746,0.36478846238893425,0.7146539663324614,0.020454986053473068
2,0.4732162725938027,0.5423215122871027,0.24468818896000177,0.3605199383178318,0.19213097601651682,0.5675843321640874,0.7157980566444219,0.1322204187676298,0.44260157795023547,0.27532163286984956,0.3285948530102794,0.16965732583953402,0.31472793028013757
10,0.8428374610075722,0.6837452396503075,0.6496710761781579,0.902380191001984,0.17951809590752124,0.18153370064051647,-0.0653383336664124,0.5906096618220833,0.7417383335259978,0.9149486428203641,0.6451923767952352,0.3759294266980613,-0.07956757568451434
14,0.7085904124444613,0.673085861124089,0.7539896491195465,1.0175868362079792,0.5106441718609411,0.2489676691649017,0.2935780739691711,0.3056728572942519,1.104034356921735,0.191504217952572,0.04075820910665262,0.37126169942097115,0.7414165769095127
6,-0.06720415908566008,-0.12577085775018737,-0.02252046443779185,0.13892195932177132,0.1457396387973099,0.18999539703302096,0.5694908193429319,0.13359332835048593,0.5443592794404624,0.1019269996892948,0.5668048034965116,0.67979683842273,0.2549651402359324
8,0.8089611304630535,0.5622284539470209,0.8302725206369024,1.135161735682094,0.4760048418658057,0.4168198709317059,0.6600931625322469,0.2724806895772232,0.7548028111900011,0.11081051621522037,1.0480585428323796,0.14966009390161783,0.6113802651831234
9,0.4113690313347035,0.8456116584482418,0.9124092038107074,0.22206314428758717,0.5895503404223126,0.5714225352406309,0.22331438464572176,0.6333536180732874,0.6665114310651529,0.9829301716024137,0.18346776076445773,0.4315782989749765,0.9516281596338909
5,0.38193410813247014,0.9682959688696858,0.15984931303493113,0.7456714692161908,0.576530161791297,0.350502395252003,0.3833175179234767,0.3459999777980344,0.7518801574834565,0.5719147793628313,0.3825348157959523,0.5215857149548695,0.6114748418049
17,0.5979533670672901,1.14631224061181,-0.09097409477909849,0.7628750626343695,0.484278128848726,0.5100156758866193,0.16046728813106315,0.7276839846295184,0.7458968963049487,0.20847139505242712,0.6189739319081199,1.0613425366682165,0.5414509853642492
9,0.08963226497985094,0.5130045288006678,0.13534160595745715,0.28496967097336906,0.12378630566744814,0.11991964010929726,0.12427051348377985,0.8166725914455011,0.4691956686535493,0.410837943180154,1.0361644910099412,0.1701269811879937,0.7234105367687313
8,0.19838952988340447,0.11812682544709427,0.6999910235753878,0.6898014234396606,-0.06791293452205815,0.9390845486410467,0.7626718819095587,0.6784740520387317,0.6193480860475361,0.8824596769012036,0.4398638827422341,-0.16874611279969143,0.5236853698537631
2,0.3857291936204921,0.6485616910015357,0.4939340403789656,0.6614452529690686,0.4296490464405286,0.18714768399344417,0.3679100986251947,-0.004740027710034678,0.4289470807103858,0.5426998459304112,0.1592168443856906,0.6153891523903885,0.5432313574102465
15,0.24355939212627045,0.3962812979280347,0.5460199761393357,0.1237913434689104,0.4100723383762052,0.5144565424138063,0.17705952229549593,0.6159475377871204,0.7706825200767868,0.5085024168296729,0.5912604016536629,0.7165638495570372,0.18300372482939042
0,0.05709405276732388,-0.20116663710719096,0.23560146638179938,-0.06472874358313174,0.3486552661581571,0.21952359178046305,0.2708785469503665,0.3583032951162042,0.3939739002106126,0.4975840527094215,0.7297281985367274,0.5717663284565238,0.16957178627390485
12,0.3874396476750234,1.062262185130236,0.5450150461976565,0.23175935878905296,-0.03335936867305811,0.38287683740495193,0.981468477373258,0.5700688790070195,0.28431184769375384,0.3162487063601551,0.048863946958435656,0.7513662552651439,0.21604922428167345
6,0.24425727554339405,0.6446048901254301,0.7740627939241058,0.9240664217368243,0.3490073753671016,0.4472925132690178,0.018063294251964068,0.2499174149984372,0.7004082302884808,0.23928457388715346,0.8516107194086668,0.34973231116079195,0.7212635960230072
9,0.7154741420010136,0.4565236560145457,0.8664154023342121,1.0603008875827609,0.5446446076706416,0.42859143433491187,0.3899227623600691,0.6764811806112583,0.7917774066597885,0.7515615565693403,0.145333433506166,0.6061126287201202,0.240434852909504
3,0.23123764133065067,-0.018027545756911317,0.2285359251022769,0.6960852100476866,0.5862877776798177,0.372062012005798,0.2728968578118387,0.7711517457570458,0.9133408428394758,0.0789282279438085,0.12570765320863556,0.004943088346059721,0.2870576109020619
8,-0.07954504897850823,0.9317281365687592,0.4766018080257741,0.6784943569904832,-0.12318020375861727,0.5726749211242027,1.0026667592020597,0.5462571615962533,-0.05049753551335184,0.7963542349886189,0.4419046235568213,0.31571770358726176,0.40373382331070706
10,0.5774360493179783,0.18383858091806396,0.16462765366401316,0.24355519749567703,-0.1142260372758882,0.8086544582276556,0.11265012189034426,1.2017858001937627,0.5352419067756755,0.5141329398062204,0.8629632912068252,-0.003757107143761873,0.2016053207426504
5,0.6542994216439524,0.4997327489479964,-0.034903573495139145,0.857749088106172,0.7645061371899223,0.062119229220298555,0.4843466441782242,0.6434435428167413,0.6070185310619304,0.17696272216064296,0.9553558564557272,0.5350051077598202,1.0636749521266624
6,0.2315280032721588,-0.0017584722418269305,0.7987552244367567,0.6170735759243682,0.45212011083331044,0.34322662715134494,0.31844952410023114,0.22874636641671364,1.188858742700495,0.12546288949940332,0.7119646992850558,1.0984982396753191,0.8787622385639566
0,0.30142487265732587,0.024825896293162536,0.14826164458029925,0.609985711561894,0.5950585724709717,0.8532526968831228,0.37515490543082725,0.24008882026547276,0.39570203949834143,0.46988061120050406,0.3101768457039959,0.6650351512588782,0.33239674047504086
10,0.2151316671269376,0.25470545152042895,0.13027098250190866,-0.0573354674362061,-0.06293533623856357,0.6460741198117533,0.2559725449861011,1.1505246429223601,0.761084576225936,0.3514841962381127,0.933505695507368,-0.34465156311124256,0.5335529631121794
12,0.6371441111108571,0.18215748076040414,0.5177063637035992,0.8038230447131616,0.06922370322812504,0.9280689932852031,0.6915542369469182,0.8452856150406087,0.18928026188753108,0.5638568074177219,0.4006661432024132,0.44230993721852024,0.5604507600710256
5,0.2155926753145389,0.35401683575567794,0.41004895242009726,0.6093499173438216,0.6219052704125153,0.45935743107878735,0.37495845023695373,0.5108030861349153,0.7068518904236037,0.9585107458356004,0.40175392054381653,0.7752603163979513,0.2464738731851513
15,0.30365040927164444,0.10042207455629312,0.9477797103130032,0.4310123157729147,0.8036309150204477,0.21135531998157775,0.13167062190314466,0.9609711205320997,0.8009908062427423,0.624568210494959,0.6017562323008665,0.8819433014810392,0.18941932772837194
12,0.4539854554166086,0.007661788301672745,0.07294945191431437,0.5348903382547487,0.6198404062126982,0.9036346387000798,0.22563160420074307,0.4448435452109132,0.6442815435811157,0.17239172426753616,0.26665721217004434,0.695491359951999,0.35972744454309774
7,0.3399034752985858,-0.09961880050061839,0.0882479356802077,0.4740124817202164,0.12224026275620509,0.1992146540858687,0.4292704622030363,0.43179200174084875,0.5053082510172748,0.45975014059191255,0.35932724457486764,0.02226591265791561,-0.042687902386875615
6,0.5229362239921413,0.1820204873217124,0.33344953725664944,0.2735571133279574,0.3881299344929271,0.10776824018882797,0.28133566742214255,0.011215071812849753,0.9771230313712617,0.45570815115581526,1.0088675128701325,0.41065390179467964,0.0063181338364841355
